pdb_id,resolution,year,assay_type,comparison_sign,value_raw,unit_raw,value_M,value_nM,p_value,log10_nM,ligand_id,ligand_path,pocket_path,comment
3jvw,,,Ki,=,0.31,nM,3.1e-10,0.31,9.508638306165727,-0.5086383061657274,,src/data/scPDB 2/3jvw_1/ligand.sdf,src/data/scPDB 2/3jvw_1/site.mol2,bindingdb_scpdb
1bvg,,,Ki,=,0.31,nM,3.1e-10,0.31,9.508638306165727,-0.5086383061657274,,src/data/scPDB 2/1bvg_1/ligand.sdf,src/data/scPDB 2/1bvg_1/site.mol2,bindingdb_scpdb
1bve,,,Ki,=,0.31,nM,3.1e-10,0.31,9.508638306165727,-0.5086383061657274,,src/data/scPDB 2/1bve_1/ligand.sdf,src/data/scPDB 2/1bve_1/site.mol2,bindingdb_scpdb
1mer,,,Ki,=,0.3,nM,3e-10,0.3,9.522878745280337,-0.5228787452803376,,src/data/scPDB 2/1mer_1/ligand.sdf,src/data/scPDB 2/1mer_1/site.mol2,bindingdb_scpdb
1rq9,,,Ki,=,0.3,nM,3e-10,0.3,9.522878745280337,-0.5228787452803376,,src/data/scPDB 2/1rq9_1/ligand.sdf,src/data/scPDB 2/1rq9_1/site.mol2,bindingdb_scpdb
2b7z,,,Ki,=,0.37,nM,3.7e-10,0.37,9.431798275933005,-0.431798275933005,,src/data/scPDB 2/2b7z_1/ligand.sdf,src/data/scPDB 2/2b7z_1/site.mol2,bindingdb_scpdb
1c6z,,,Ki,=,0.15,nM,1.5e-10,0.15,9.823908740944319,-0.8239087409443188,,src/data/scPDB 2/1c6z_1/ligand.sdf,src/data/scPDB 2/1c6z_1/site.mol2,bindingdb_scpdb
1fb7,,,Ki,=,0.15,nM,1.5e-10,0.15,9.823908740944319,-0.8239087409443188,,src/data/scPDB 2/1fb7_1/ligand.sdf,src/data/scPDB 2/1fb7_1/site.mol2,bindingdb_scpdb
2qak,,,Ki,=,0.53,nM,5.3e-10,0.53,9.275724130399212,-0.27572413039921095,,src/data/scPDB 2/2qak_1/ligand.sdf,src/data/scPDB 2/2qak_1/site.mol2,bindingdb_scpdb
3nxu,,,Ki,=,0.37,nM,3.7e-10,0.37,9.431798275933005,-0.431798275933005,,src/data/scPDB 2/3nxu_1/ligand.sdf,src/data/scPDB 2/3nxu_1/site.mol2,bindingdb_scpdb
1rl8,,,Ki,=,0.37,nM,3.7e-10,0.37,9.431798275933005,-0.431798275933005,,src/data/scPDB 2/1rl8_1/ligand.sdf,src/data/scPDB 2/1rl8_1/site.mol2,bindingdb_scpdb
3ndx,,,Ki,=,0.37,nM,3.7e-10,0.37,9.431798275933005,-0.431798275933005,,src/data/scPDB 2/3ndx_1/ligand.sdf,src/data/scPDB 2/3ndx_1/site.mol2,bindingdb_scpdb
3ndw,,,Ki,=,0.37,nM,3.7e-10,0.37,9.431798275933005,-0.431798275933005,,src/data/scPDB 2/3ndw_1/ligand.sdf,src/data/scPDB 2/3ndw_1/site.mol2,bindingdb_scpdb
4njv,,,Ki,=,0.37,nM,3.7e-10,0.37,9.431798275933005,-0.431798275933005,,src/data/scPDB 2/4njv_1/ligand.sdf,src/data/scPDB 2/4njv_1/site.mol2,bindingdb_scpdb
2b60,,,Ki,=,0.37,nM,3.7e-10,0.37,9.431798275933005,-0.431798275933005,,src/data/scPDB 2/2b60_1/ligand.sdf,src/data/scPDB 2/2b60_1/site.mol2,bindingdb_scpdb
3q70,,,Ki,=,0.37,nM,3.7e-10,0.37,9.431798275933005,-0.431798275933005,,src/data/scPDB 2/3q70_1/ligand.sdf,src/data/scPDB 2/3q70_1/site.mol2,bindingdb_scpdb
1exa,,,Ki,=,1.5,nM,1.5000000000000002e-09,1.5,8.823908740944319,0.17609125905568124,,src/data/scPDB 2/1exa_1/ligand.sdf,src/data/scPDB 2/1exa_1/site.mol2,bindingdb_scpdb
3ddq,,,Kd,=,3400.0,nM,3.4e-06,3400.0,5.468521082957745,3.531478917042255,,src/data/scPDB 2/3ddq_1/ligand.sdf,src/data/scPDB 2/3ddq_1/site.mol2,bindingdb_scpdb
2a4l,,,Kd,=,3400.0,nM,3.4e-06,3400.0,5.468521082957745,3.531478917042255,,src/data/scPDB 2/2a4l_1/ligand.sdf,src/data/scPDB 2/2a4l_1/site.mol2,bindingdb_scpdb
1unl,,,Kd,=,3400.0,nM,3.4e-06,3400.0,5.468521082957745,3.531478917042255,,src/data/scPDB 2/1unl_1/ligand.sdf,src/data/scPDB 2/1unl_1/site.mol2,bindingdb_scpdb
2b0q,,,Kd,=,5.0,nM,5e-09,5.0,8.301029995663981,0.6989700043360189,,src/data/scPDB 2/2b0q_1/ligand.sdf,src/data/scPDB 2/2b0q_1/site.mol2,bindingdb_scpdb
4xuh,,,Ki,=,7520.0,nM,7.520000000000001e-06,7520.0,5.123782159408358,3.876217840591642,,src/data/scPDB 2/4xuh_1/ligand.sdf,src/data/scPDB 2/4xuh_1/site.mol2,bindingdb_scpdb
3r33,,,Ki,=,1100.0,nM,1.1e-06,1100.0,5.958607314841775,3.041392685158225,,src/data/scPDB 2/3r33_1/ligand.sdf,src/data/scPDB 2/3r33_1/site.mol2,bindingdb_scpdb
1ia2,,,Ki,=,150.0,nM,1.5000000000000002e-07,150.0,6.823908740944319,2.1760912590556813,,src/data/scPDB 2/1ia2_2/ligand.sdf,src/data/scPDB 2/1ia2_2/site.mol2,bindingdb_scpdb
3kfy,,,Ki,=,38.0,nM,3.8e-08,38.0,7.42021640338319,1.5797835966168101,,src/data/scPDB 2/3kfy_1/ligand.sdf,src/data/scPDB 2/3kfy_1/site.mol2,bindingdb_scpdb
4kpd,,,Ki,=,0.38,nM,3.8000000000000003e-10,0.38,9.42021640338319,-0.42021640338318983,,src/data/scPDB 2/4kpd_1/ligand.sdf,src/data/scPDB 2/4kpd_1/site.mol2,bindingdb_scpdb
4kqs,,,Ki,=,0.38,nM,3.8000000000000003e-10,0.38,9.42021640338319,-0.42021640338318983,,src/data/scPDB 2/4kqs_1/ligand.sdf,src/data/scPDB 2/4kqs_1/site.mol2,bindingdb_scpdb
4nke,,,Ki,=,0.38,nM,3.8000000000000003e-10,0.38,9.42021640338319,-0.42021640338318983,,src/data/scPDB 2/4nke_1/ligand.sdf,src/data/scPDB 2/4nke_1/site.mol2,bindingdb_scpdb
4q23,,,Ki,=,0.38,nM,3.8000000000000003e-10,0.38,9.42021640338319,-0.42021640338318983,,src/data/scPDB 2/4q23_1/ligand.sdf,src/data/scPDB 2/4q23_1/site.mol2,bindingdb_scpdb
1yv5,,,Ki,=,0.38,nM,3.8000000000000003e-10,0.38,9.42021640338319,-0.42021640338318983,,src/data/scPDB 2/1yv5_1/ligand.sdf,src/data/scPDB 2/1yv5_1/site.mol2,bindingdb_scpdb
1zw5,,,Ki,=,0.05,nM,5.000000000000001e-11,0.05,10.301029995663981,-1.3010299956639813,,src/data/scPDB 2/1zw5_2/ligand.sdf,src/data/scPDB 2/1zw5_2/site.mol2,bindingdb_scpdb
3ez3,,,Ki,=,0.05,nM,5.000000000000001e-11,0.05,10.301029995663981,-1.3010299956639813,,src/data/scPDB 2/3ez3_2/ligand.sdf,src/data/scPDB 2/3ez3_2/site.mol2,bindingdb_scpdb
2qmz,,,Ki,=,240.0,nM,2.4000000000000003e-07,240.0,6.619788758288394,2.380211241711606,,src/data/scPDB 2/2qmz_1/ligand.sdf,src/data/scPDB 2/2qmz_1/site.mol2,bindingdb_scpdb
4xp1,,,Ki,=,240.0,nM,2.4000000000000003e-07,240.0,6.619788758288394,2.380211241711606,,src/data/scPDB 2/4xp1_1/ligand.sdf,src/data/scPDB 2/4xp1_1/site.mol2,bindingdb_scpdb
4nc3,,,Ki,=,16.0,nM,1.6e-08,16.0,7.795880017344075,1.2041199826559248,,src/data/scPDB 2/4nc3_1/ligand.sdf,src/data/scPDB 2/4nc3_1/site.mol2,bindingdb_scpdb
4iar,,,Ki,=,16.0,nM,1.6e-08,16.0,7.795880017344075,1.2041199826559248,,src/data/scPDB 2/4iar_1/ligand.sdf,src/data/scPDB 2/4iar_1/site.mol2,bindingdb_scpdb
4ib4,,,Ki,=,16.0,nM,1.6e-08,16.0,7.795880017344075,1.2041199826559248,,src/data/scPDB 2/4ib4_1/ligand.sdf,src/data/scPDB 2/4ib4_1/site.mol2,bindingdb_scpdb
1th6,,,Ki,=,660.0,nM,6.6e-07,660.0,6.180456064458131,2.8195439355418688,,src/data/scPDB 2/1th6_1/ligand.sdf,src/data/scPDB 2/1th6_1/site.mol2,bindingdb_scpdb
3osh,,,Ki,=,660.0,nM,6.6e-07,660.0,6.180456064458131,2.8195439355418688,,src/data/scPDB 2/3osh_1/ligand.sdf,src/data/scPDB 2/3osh_1/site.mol2,bindingdb_scpdb
3apx,,,Ki,=,590.0,nM,5.900000000000001e-07,590.0,6.229147988357855,2.7708520116421442,,src/data/scPDB 2/3apx_1/ligand.sdf,src/data/scPDB 2/3apx_1/site.mol2,bindingdb_scpdb
2aot,,,Ki,=,3500.0,nM,3.5000000000000004e-06,3500.0,5.455931955649724,3.5440680443502757,,src/data/scPDB 2/2aot_3/ligand.sdf,src/data/scPDB 2/2aot_3/site.mol2,bindingdb_scpdb
3pah,,,Ki,=,65.0,nM,6.5e-08,65.0,7.187086643357144,1.8129133566428555,,src/data/scPDB 2/3pah_1/ligand.sdf,src/data/scPDB 2/3pah_1/site.mol2,bindingdb_scpdb
2q72,,,Ki,=,2900.0,nM,2.9e-06,2900.0,5.537602002101044,3.462397997898956,,src/data/scPDB 2/2q72_1/ligand.sdf,src/data/scPDB 2/2q72_1/site.mol2,bindingdb_scpdb
2y03,,,Ki,=,5600.0,nM,5.600000000000001e-06,5600.0,5.251811972993799,3.7481880270062002,,src/data/scPDB 2/2y03_3/ligand.sdf,src/data/scPDB 2/2y03_3/site.mol2,bindingdb_scpdb
1a29,,,Ki,=,4400.0,nM,4.4e-06,4400.0,5.356547323513812,3.6434526764861874,,src/data/scPDB 2/1a29_1/ligand.sdf,src/data/scPDB 2/1a29_1/site.mol2,bindingdb_scpdb
1lin,,,Ki,=,4400.0,nM,4.4e-06,4400.0,5.356547323513812,3.6434526764861874,,src/data/scPDB 2/1lin_3/ligand.sdf,src/data/scPDB 2/1lin_3/site.mol2,bindingdb_scpdb
1wrl,,,Ki,=,4400.0,nM,4.4e-06,4400.0,5.356547323513812,3.6434526764861874,,src/data/scPDB 2/1wrl_12/ligand.sdf,src/data/scPDB 2/1wrl_12/site.mol2,bindingdb_scpdb
3ko0,,,Ki,=,4400.0,nM,4.4e-06,4400.0,5.356547323513812,3.6434526764861874,,src/data/scPDB 2/3ko0_16/ligand.sdf,src/data/scPDB 2/3ko0_16/site.mol2,bindingdb_scpdb
3t3q,,,Ki,=,9930.0,nM,9.93e-06,9930.0,5.0030507515046185,3.996949248495381,,src/data/scPDB 2/3t3q_3/ligand.sdf,src/data/scPDB 2/3t3q_3/site.mol2,bindingdb_scpdb
2ha4,,,Ki,=,700.0,nM,7.000000000000001e-07,700.0,6.154901959985743,2.845098040014257,,src/data/scPDB 2/2ha4_1/ligand.sdf,src/data/scPDB 2/2ha4_1/site.mol2,bindingdb_scpdb
2bxf,,,Ki,=,19.0,nM,1.9e-08,19.0,7.721246399047171,1.2787536009528289,,src/data/scPDB 2/2bxf_2/ligand.sdf,src/data/scPDB 2/2bxf_2/site.mol2,bindingdb_scpdb
4jlt,,,Ki,=,4897.78,nM,4.89778e-06,4897.78,5.310000726547328,3.689999273452672,,src/data/scPDB 2/4jlt_1/ligand.sdf,src/data/scPDB 2/4jlt_1/site.mol2,bindingdb_scpdb
3v5w,,,Ki,=,4897.78,nM,4.89778e-06,4897.78,5.310000726547328,3.689999273452672,,src/data/scPDB 2/3v5w_1/ligand.sdf,src/data/scPDB 2/3v5w_1/site.mol2,bindingdb_scpdb
4mm4,,,Ki,=,4897.78,nM,4.89778e-06,4897.78,5.310000726547328,3.689999273452672,,src/data/scPDB 2/4mm4_1/ligand.sdf,src/data/scPDB 2/4mm4_1/site.mol2,bindingdb_scpdb
4mmf,,,Ki,=,29.4,nM,2.9400000000000002e-08,29.4,7.531652669587842,1.4683473304121573,,src/data/scPDB 2/4mmf_2/ligand.sdf,src/data/scPDB 2/4mmf_2/site.mol2,bindingdb_scpdb
4uhr,,,Ki,=,3082.0,nM,3.0820000000000003e-06,3082.0,5.5111673656176,3.4888326343824003,,src/data/scPDB 2/4uhr_1/ligand.sdf,src/data/scPDB 2/4uhr_1/site.mol2,bindingdb_scpdb
1bx9,,,Ki,=,100.0,nM,1.0000000000000001e-07,100.0,7.0,2.0,,src/data/scPDB 2/1bx9_1/ligand.sdf,src/data/scPDB 2/1bx9_1/site.mol2,bindingdb_scpdb
4enh,,,Ki,=,3.08,nM,3.08e-09,3.08,8.511449283499555,0.4885507165004443,,src/data/scPDB 2/4enh_1/ligand.sdf,src/data/scPDB 2/4enh_1/site.mol2,bindingdb_scpdb
1dtl,,,Ki,=,547.0,nM,5.47e-07,547.0,6.262012673666569,2.737987326333431,,src/data/scPDB 2/1dtl_1/ligand.sdf,src/data/scPDB 2/1dtl_1/site.mol2,bindingdb_scpdb
3nx2,,,Ki,=,408000.0,nM,0.00040800000000000005,408000.0,3.3893398369101204,5.61066016308988,,src/data/scPDB 2/3nx2_1/ligand.sdf,src/data/scPDB 2/3nx2_1/site.mol2,bindingdb_scpdb
1gw2,,,Ki,=,408000.0,nM,0.00040800000000000005,408000.0,3.3893398369101204,5.61066016308988,,src/data/scPDB 2/1gw2_1/ligand.sdf,src/data/scPDB 2/1gw2_1/site.mol2,bindingdb_scpdb
1kyz,,,Ki,=,408000.0,nM,0.00040800000000000005,408000.0,3.3893398369101204,5.61066016308988,,src/data/scPDB 2/1kyz_3/ligand.sdf,src/data/scPDB 2/1kyz_3/site.mol2,bindingdb_scpdb
3cbg,,,Ki,=,408000.0,nM,0.00040800000000000005,408000.0,3.3893398369101204,5.61066016308988,,src/data/scPDB 2/3cbg_1/ligand.sdf,src/data/scPDB 2/3cbg_1/site.mol2,bindingdb_scpdb
5cxx,,,Ki,=,408000.0,nM,0.00040800000000000005,408000.0,3.3893398369101204,5.61066016308988,,src/data/scPDB 2/5cxx_1/ligand.sdf,src/data/scPDB 2/5cxx_1/site.mol2,bindingdb_scpdb
4qog,,,Ki,=,1.48,nM,1.48e-09,1.48,8.829738284605043,0.17026171539495738,,src/data/scPDB 2/4qog_1/ligand.sdf,src/data/scPDB 2/4qog_1/site.mol2,bindingdb_scpdb
4iyg,,,Ki,=,342.0,nM,3.42e-07,342.0,6.465973893943865,2.534026106056135,,src/data/scPDB 2/4iyg_1/ligand.sdf,src/data/scPDB 2/4iyg_1/site.mol2,bindingdb_scpdb
2r45,,,Ki,=,1000.0,nM,1.0000000000000002e-06,1000.0,6.0,3.0,,src/data/scPDB 2/2r45_1/ligand.sdf,src/data/scPDB 2/2r45_1/site.mol2,bindingdb_scpdb
5c8a,,,Ki,=,269.0,nM,2.6900000000000004e-07,269.0,6.570247719997592,2.429752280002408,,src/data/scPDB 2/5c8a_4/ligand.sdf,src/data/scPDB 2/5c8a_4/site.mol2,bindingdb_scpdb
1i9c,,,Ki,=,269.0,nM,2.6900000000000004e-07,269.0,6.570247719997592,2.429752280002408,,src/data/scPDB 2/1i9c_1/ligand.sdf,src/data/scPDB 2/1i9c_1/site.mol2,bindingdb_scpdb
3kp0,,,Ki,=,269.0,nM,2.6900000000000004e-07,269.0,6.570247719997592,2.429752280002408,,src/data/scPDB 2/3kp0_1/ligand.sdf,src/data/scPDB 2/3kp0_1/site.mol2,bindingdb_scpdb
4s27,,,Ki,=,269.0,nM,2.6900000000000004e-07,269.0,6.570247719997592,2.429752280002408,,src/data/scPDB 2/4s27_1/ligand.sdf,src/data/scPDB 2/4s27_1/site.mol2,bindingdb_scpdb
4req,,,Ki,=,269.0,nM,2.6900000000000004e-07,269.0,6.570247719997592,2.429752280002408,,src/data/scPDB 2/4req_1/ligand.sdf,src/data/scPDB 2/4req_1/site.mol2,bindingdb_scpdb
3o0o,,,Ki,=,269.0,nM,2.6900000000000004e-07,269.0,6.570247719997592,2.429752280002408,,src/data/scPDB 2/3o0o_6/ligand.sdf,src/data/scPDB 2/3o0o_6/site.mol2,bindingdb_scpdb
2fb3,,,Ki,=,269.0,nM,2.6900000000000004e-07,269.0,6.570247719997592,2.429752280002408,,src/data/scPDB 2/2fb3_1/ligand.sdf,src/data/scPDB 2/2fb3_1/site.mol2,bindingdb_scpdb
5c8d,,,Ki,=,269.0,nM,2.6900000000000004e-07,269.0,6.570247719997592,2.429752280002408,,src/data/scPDB 2/5c8d_3/ligand.sdf,src/data/scPDB 2/5c8d_3/site.mol2,bindingdb_scpdb
3koz,,,Ki,=,269.0,nM,2.6900000000000004e-07,269.0,6.570247719997592,2.429752280002408,,src/data/scPDB 2/3koz_2/ligand.sdf,src/data/scPDB 2/3koz_2/site.mol2,bindingdb_scpdb
3koy,,,Ki,=,269.0,nM,2.6900000000000004e-07,269.0,6.570247719997592,2.429752280002408,,src/data/scPDB 2/3koy_1/ligand.sdf,src/data/scPDB 2/3koy_1/site.mol2,bindingdb_scpdb
1if4,,,Kd,=,435.0,nM,4.35e-07,435.0,6.361510743045363,2.6384892569546374,,src/data/scPDB 2/1if4_1/ligand.sdf,src/data/scPDB 2/1if4_1/site.mol2,bindingdb_scpdb
20gs,,,Ki,=,39.2,nM,3.920000000000001e-08,39.2,7.406713932979542,1.5932860670204574,,src/data/scPDB 2/20gs_2/ligand.sdf,src/data/scPDB 2/20gs_2/site.mol2,bindingdb_scpdb
3vi7,,,Ki,=,39.2,nM,3.920000000000001e-08,39.2,7.406713932979542,1.5932860670204574,,src/data/scPDB 2/3vi7_1/ligand.sdf,src/data/scPDB 2/3vi7_1/site.mol2,bindingdb_scpdb
4cf6,,,Ki,=,39.2,nM,3.920000000000001e-08,39.2,7.406713932979542,1.5932860670204574,,src/data/scPDB 2/4cf6_2/ligand.sdf,src/data/scPDB 2/4cf6_2/site.mol2,bindingdb_scpdb
3w78,,,Ki,=,39.2,nM,3.920000000000001e-08,39.2,7.406713932979542,1.5932860670204574,,src/data/scPDB 2/3w78_1/ligand.sdf,src/data/scPDB 2/3w78_1/site.mol2,bindingdb_scpdb
1ftl,,,Ki,=,2090.0,nM,2.0900000000000003e-06,2090.0,5.679853713888946,3.3201462861110542,,src/data/scPDB 2/1ftl_2/ligand.sdf,src/data/scPDB 2/1ftl_2/site.mol2,bindingdb_scpdb
4l17,,,Ki,=,2090.0,nM,2.0900000000000003e-06,2090.0,5.679853713888946,3.3201462861110542,,src/data/scPDB 2/4l17_4/ligand.sdf,src/data/scPDB 2/4l17_4/site.mol2,bindingdb_scpdb
3qj7,,,Ki,=,2000.0,nM,2.0000000000000003e-06,2000.0,5.698970004336019,3.3010299956639813,,src/data/scPDB 2/3qj7_1/ligand.sdf,src/data/scPDB 2/3qj7_1/site.mol2,bindingdb_scpdb
3gcl,,,Ki,=,4450.0,nM,4.450000000000001e-06,4450.0,5.351639989019068,3.6483600109809315,,src/data/scPDB 2/3gcl_1/ligand.sdf,src/data/scPDB 2/3gcl_1/site.mol2,bindingdb_scpdb
1tgm,,,Ki,=,4450.0,nM,4.450000000000001e-06,4450.0,5.351639989019068,3.6483600109809315,,src/data/scPDB 2/1tgm_1/ligand.sdf,src/data/scPDB 2/1tgm_1/site.mol2,bindingdb_scpdb
2x7h,,,Ki,=,2730.0,nM,2.73e-06,2730.0,5.5638373529592435,3.436162647040756,,src/data/scPDB 2/2x7h_1/ligand.sdf,src/data/scPDB 2/2x7h_1/site.mol2,bindingdb_scpdb
1eqg,,,Ki,=,5900.0,nM,5.9e-06,5900.0,5.229147988357855,3.7708520116421442,,src/data/scPDB 2/1eqg_2/ligand.sdf,src/data/scPDB 2/1eqg_2/site.mol2,bindingdb_scpdb
2bxg,,,Ki,=,5900.0,nM,5.9e-06,5900.0,5.229147988357855,3.7708520116421442,,src/data/scPDB 2/2bxg_4/ligand.sdf,src/data/scPDB 2/2bxg_4/site.mol2,bindingdb_scpdb
4jtr,,,Ki,=,5900.0,nM,5.9e-06,5900.0,5.229147988357855,3.7708520116421442,,src/data/scPDB 2/4jtr_1/ligand.sdf,src/data/scPDB 2/4jtr_1/site.mol2,bindingdb_scpdb
4ph9,,,Ki,=,5900.0,nM,5.9e-06,5900.0,5.229147988357855,3.7708520116421442,,src/data/scPDB 2/4ph9_1/ligand.sdf,src/data/scPDB 2/4ph9_1/site.mol2,bindingdb_scpdb
3r43,,,Ki,=,1940.0,nM,1.94e-06,1940.0,5.7121982700697735,3.287801729930226,,src/data/scPDB 2/3r43_1/ligand.sdf,src/data/scPDB 2/3r43_1/site.mol2,bindingdb_scpdb
5ikr,,,Ki,=,1940.0,nM,1.94e-06,1940.0,5.7121982700697735,3.287801729930226,,src/data/scPDB 2/5ikr_1/ligand.sdf,src/data/scPDB 2/5ikr_1/site.mol2,bindingdb_scpdb
3s3g,,,Ki,=,1080.0,nM,1.08e-06,1080.0,5.96657624451305,3.03342375548695,,src/data/scPDB 2/3s3g_1/ligand.sdf,src/data/scPDB 2/3s3g_1/site.mol2,bindingdb_scpdb
1d4d,,,Ki,=,5000000.0,nM,0.005,5000000.0,2.3010299956639813,6.698970004336019,,src/data/scPDB 2/1d4d_1/ligand.sdf,src/data/scPDB 2/1d4d_1/site.mol2,bindingdb_scpdb
4luh,,,Ki,=,5000000.0,nM,0.005,5000000.0,2.3010299956639813,6.698970004336019,,src/data/scPDB 2/4luh_2/ligand.sdf,src/data/scPDB 2/4luh_2/site.mol2,bindingdb_scpdb
4ot2,,,Ki,=,5000000.0,nM,0.005,5000000.0,2.3010299956639813,6.698970004336019,,src/data/scPDB 2/4ot2_2/ligand.sdf,src/data/scPDB 2/4ot2_2/site.mol2,bindingdb_scpdb
2djl,,,Ki,=,5000000.0,nM,0.005,5000000.0,2.3010299956639813,6.698970004336019,,src/data/scPDB 2/2djl_1/ligand.sdf,src/data/scPDB 2/2djl_1/site.mol2,bindingdb_scpdb
4fuf,,,Ki,=,5000000.0,nM,0.005,5000000.0,2.3010299956639813,6.698970004336019,,src/data/scPDB 2/4fuf_1/ligand.sdf,src/data/scPDB 2/4fuf_1/site.mol2,bindingdb_scpdb
5dby,,,Ki,=,5000000.0,nM,0.005,5000000.0,2.3010299956639813,6.698970004336019,,src/data/scPDB 2/5dby_2/ligand.sdf,src/data/scPDB 2/5dby_2/site.mol2,bindingdb_scpdb
4ne0,,,Ki,=,5000000.0,nM,0.005,5000000.0,2.3010299956639813,6.698970004336019,,src/data/scPDB 2/4ne0_1/ligand.sdf,src/data/scPDB 2/4ne0_1/site.mol2,bindingdb_scpdb
4fub,,,Ki,=,5000000.0,nM,0.005,5000000.0,2.3010299956639813,6.698970004336019,,src/data/scPDB 2/4fub_1/ligand.sdf,src/data/scPDB 2/4fub_1/site.mol2,bindingdb_scpdb
4zbq,,,Ki,=,5000000.0,nM,0.005,5000000.0,2.3010299956639813,6.698970004336019,,src/data/scPDB 2/4zbq_2/ligand.sdf,src/data/scPDB 2/4zbq_2/site.mol2,bindingdb_scpdb
4zbr,,,Ki,=,5000000.0,nM,0.005,5000000.0,2.3010299956639813,6.698970004336019,,src/data/scPDB 2/4zbr_3/ligand.sdf,src/data/scPDB 2/4zbr_3/site.mol2,bindingdb_scpdb
4fu8,,,Ki,=,5000000.0,nM,0.005,5000000.0,2.3010299956639813,6.698970004336019,,src/data/scPDB 2/4fu8_1/ligand.sdf,src/data/scPDB 2/4fu8_1/site.mol2,bindingdb_scpdb
4fud,,,Ki,=,5000000.0,nM,0.005,5000000.0,2.3010299956639813,6.698970004336019,,src/data/scPDB 2/4fud_1/ligand.sdf,src/data/scPDB 2/4fud_1/site.mol2,bindingdb_scpdb
4fuj,,,Ki,=,5000000.0,nM,0.005,5000000.0,2.3010299956639813,6.698970004336019,,src/data/scPDB 2/4fuj_1/ligand.sdf,src/data/scPDB 2/4fuj_1/site.mol2,bindingdb_scpdb
2v3o,,,Ki,=,5000000.0,nM,0.005,5000000.0,2.3010299956639813,6.698970004336019,,src/data/scPDB 2/2v3o_1/ligand.sdf,src/data/scPDB 2/2v3o_1/site.mol2,bindingdb_scpdb
2v3h,,,Ki,=,5000000.0,nM,0.005,5000000.0,2.3010299956639813,6.698970004336019,,src/data/scPDB 2/2v3h_1/ligand.sdf,src/data/scPDB 2/2v3h_1/site.mol2,bindingdb_scpdb
5ahs,,,Ki,=,5000000.0,nM,0.005,5000000.0,2.3010299956639813,6.698970004336019,,src/data/scPDB 2/5ahs_7/ligand.sdf,src/data/scPDB 2/5ahs_7/site.mol2,bindingdb_scpdb
4qkn,,,Ki,=,220.0,nM,2.2e-07,220.0,6.657577319177793,2.342422680822206,,src/data/scPDB 2/4qkn_1/ligand.sdf,src/data/scPDB 2/4qkn_1/site.mol2,bindingdb_scpdb
4jq1,,,Ki,=,9300.0,nM,9.3e-06,9300.0,5.031517051446064,3.9684829485539352,,src/data/scPDB 2/4jq1_1/ligand.sdf,src/data/scPDB 2/4jq1_1/site.mol2,bindingdb_scpdb
4jq3,,,Ki,=,430.0,nM,4.3e-07,430.0,6.366531544420413,2.6334684555795866,,src/data/scPDB 2/4jq3_1/ligand.sdf,src/data/scPDB 2/4jq3_1/site.mol2,bindingdb_scpdb
2wm3,,,Ki,=,5400.0,nM,5.4e-06,5400.0,5.267606240177031,3.7323937598229686,,src/data/scPDB 2/2wm3_1/ligand.sdf,src/data/scPDB 2/2wm3_1/site.mol2,bindingdb_scpdb
4da6,,,Ki,=,900.0,nM,9.000000000000001e-07,900.0,6.045757490560675,2.9542425094393248,,src/data/scPDB 2/4da6_1/ligand.sdf,src/data/scPDB 2/4da6_1/site.mol2,bindingdb_scpdb
3x3x,,,Ki,=,8.0,nM,8e-09,8.0,8.096910013008056,0.9030899869919435,,src/data/scPDB 2/3x3x_2/ligand.sdf,src/data/scPDB 2/3x3x_2/site.mol2,bindingdb_scpdb
4ajj,,,Kd,=,280000.0,nM,0.00028000000000000003,280000.0,3.5528419686577806,5.447158031342219,,src/data/scPDB 2/4ajj_3/ligand.sdf,src/data/scPDB 2/4ajj_3/site.mol2,bindingdb_scpdb
4xp4,,,Ki,=,177.0,nM,1.77e-07,177.0,6.752026733638193,2.247973266361807,,src/data/scPDB 2/4xp4_3/ligand.sdf,src/data/scPDB 2/4xp4_3/site.mol2,bindingdb_scpdb
1xom,,,Ki,=,200.0,nM,2.0000000000000002e-07,200.0,6.698970004336019,2.3010299956639813,,src/data/scPDB 2/1xom_1/ligand.sdf,src/data/scPDB 2/1xom_1/site.mol2,bindingdb_scpdb
4phl,,,Ki,=,9.0,nM,9.000000000000001e-09,9.0,8.045757490560675,0.9542425094393249,,src/data/scPDB 2/4phl_2/ligand.sdf,src/data/scPDB 2/4phl_2/site.mol2,bindingdb_scpdb
1xon,,,Ki,=,9.0,nM,9.000000000000001e-09,9.0,8.045757490560675,0.9542425094393249,,src/data/scPDB 2/1xon_2/ligand.sdf,src/data/scPDB 2/1xon_2/site.mol2,bindingdb_scpdb
1xoq,,,Ki,=,3.0,nM,3.0000000000000004e-09,3.0,8.522878745280337,0.47712125471966244,,src/data/scPDB 2/1xoq_2/ligand.sdf,src/data/scPDB 2/1xoq_2/site.mol2,bindingdb_scpdb
3g4l,,,Ki,=,3.0,nM,3.0000000000000004e-09,3.0,8.522878745280337,0.47712125471966244,,src/data/scPDB 2/3g4l_3/ligand.sdf,src/data/scPDB 2/3g4l_3/site.mol2,bindingdb_scpdb
4m83,,,Ki,=,512.86,nM,5.128600000000001e-07,512.86,6.2900011719748115,2.7099988280251885,,src/data/scPDB 2/4m83_2/ligand.sdf,src/data/scPDB 2/4m83_2/site.mol2,bindingdb_scpdb
